id,descripcion,dominio,b,r2,p,n,significativo,fuente_real
B328,Saudi Arabia→Syria 1913-2018,B,0.6684,0.5612,0.0,70,True,True
B329,Saudi Arabia→Yemen 1950-2018,B,0.3636,0.4614,0.0,69,True,True
B330,Jordan→Egypt 1913-2018,B,-0.1779,0.2675,0.0,70,True,True
B331,Lebanon→Egypt 1913-2018,B,-0.4276,0.4538,0.0,70,True,True
B332,Syria→Egypt 1913-2018,B,-0.4817,0.3146,0.0,70,True,True
B333,Egypt→Yemen 1950-2018,B,0.2779,0.3096,0.0,69,True,True
B334,Lebanon→Jordan 1913-2018,B,-0.2497,0.2617,0.0,70,True,True
B335,Syria→Jordan 1913-2018,B,-0.3038,0.267,0.0,70,True,True
B336,Jordan→Yemen 1950-2018,B,0.0539,0.0304,0.1519,69,False,True
B337,Lebanon→Syria 1913-2018,B,0.0541,0.0051,0.5555,70,False,True
B338,Lebanon→Yemen 1950-2018,B,-0.2053,0.1099,0.0054,69,True,True
B339,Syria→Yemen 1950-2018,B,-0.2622,0.4263,0.0,69,True,True
B340,Egypt→Morocco 1913-2018,B,0.2342,0.5225,0.0,70,True,True
B341,Algeria→Egypt 1913-2018,B,-0.1119,0.2704,0.0,70,True,True
B342,Tunisia→Egypt 1913-2018,B,-0.0477,0.0748,0.022,70,True,True
B343,Egypt→Sudan 1950-2018,B,0.4554,0.7387,0.0,69,True,True
B344,Libya→Egypt 1950-2018,B,0.3334,0.2797,0.0,69,True,True
B345,Algeria→Morocco 1913-2018,B,0.1223,0.3615,0.0,70,True,True
B346,Tunisia→Morocco 1913-2018,B,0.1865,0.7139,0.0,70,True,True
B347,Morocco→Sudan 1950-2018,B,0.1728,0.3651,0.0,69,True,True
B348,Libya→Morocco 1950-2018,B,0.616,0.6191,0.0,69,True,True
B349,Algeria→Tunisia 1913-2018,B,-0.0643,0.1569,0.0007,70,True,True
B350,Algeria→Sudan 1950-2018,B,0.3214,0.7798,0.0,69,True,True
B351,Libya→Algeria 1950-2018,B,0.4674,0.4941,0.0,69,True,True
B352,Tunisia→Sudan 1950-2018,B,0.3805,0.7114,0.0,69,True,True
B353,Libya→Tunisia 1950-2018,B,0.4083,0.4581,0.0,69,True,True
B354,Libya→Sudan 1950-2018,B,0.7888,0.7428,0.0,69,True,True
B355,South Africa→Nigeria 1950-2018,B,-0.0819,0.1448,0.0013,69,True,True
B356,South Africa→Kenya 1950-2018,B,-0.0048,0.0024,0.6924,69,False,True
B357,South Africa→Ghana 1950-2018,B,0.1791,0.6247,0.0,69,True,True
B358,South Africa→Zimbabwe 1950-2018,B,0.1596,0.161,0.0006,69,True,True
B359,South Africa→Zambia 1950-2018,B,0.0833,0.201,0.0001,69,True,True
B360,South Africa→Tanzania 1950-2018,B,-0.0223,0.0229,0.2144,69,False,True
B361,South Africa→Uganda 1950-2018,B,0.1837,0.7029,0.0,69,True,True
B362,South Africa→Mozambique 1950-2018,B,0.4959,0.5914,0.0,69,True,True
B363,Botswana→South Africa 1950-2018,B,0.9003,0.7224,0.0,69,True,True
B364,South Africa→Ethiopia 1950-2018,B,0.1164,0.3334,0.0,69,True,True
B365,South Africa→Cameroon 1950-2018,B,0.0202,0.0144,0.3266,69,False,True
B366,South Africa→Senegal 1950-2018,B,0.2956,0.741,0.0,69,True,True
B367,South Africa→Angola 1950-2018,B,0.0309,0.0044,0.5892,69,False,True
B368,Nigeria→Kenya 1950-2018,B,0.0771,0.108,0.0058,69,True,True
B369,Nigeria→Ghana 1950-2018,B,0.261,0.5996,0.0,69,True,True
B370,Nigeria→Zimbabwe 1950-2018,B,0.2415,0.1719,0.0004,69,True,True
B371,Nigeria→Zambia 1950-2018,B,0.1652,0.4034,0.0,69,True,True
B372,Nigeria→Tanzania 1950-2018,B,0.0595,0.2202,0.0,69,True,True
B373,Nigeria→Uganda 1950-2018,B,0.2656,0.5929,0.0,69,True,True
B374,Nigeria→Mozambique 1950-2018,B,0.5777,0.4984,0.0,69,True,True
B375,Botswana→Nigeria 1950-2018,B,0.8184,0.7383,0.0,69,True,True
B376,Nigeria→Ethiopia 1950-2018,B,0.1983,0.3034,0.0,69,True,True
B377,Nigeria→Cameroon 1950-2018,B,0.102,0.09,0.0123,69,True,True
B378,Nigeria→Senegal 1950-2018,B,0.3774,0.5378,0.0,69,True,True
B379,Angola→Nigeria 1950-2018,B,-0.1127,0.0822,0.0169,69,True,True
B380,Ghana→Kenya 1950-2018,B,-0.1838,0.5114,0.0,69,True,True
B381,Zimbabwe→Kenya 1950-2018,B,-0.1644,0.1861,0.0002,69,True,True
B382,Kenya→Zambia 1950-2018,B,0.0881,0.128,0.0025,69,True,True
B383,Kenya→Tanzania 1950-2018,B,-0.0176,0.0107,0.3977,69,False,True
B384,Kenya→Uganda 1950-2018,B,0.1885,0.5205,0.0,69,True,True
B385,Kenya→Mozambique 1950-2018,B,0.5006,0.5816,0.0,69,True,True
B386,Botswana→Kenya 1950-2018,B,0.8955,0.7592,0.0,69,True,True
B387,Kenya→Ethiopia 1950-2018,B,0.1212,0.3152,0.0,69,True,True
B388,Cameroon→Kenya 1950-2018,B,-0.0249,0.027,0.1776,69,False,True
B389,Senegal→Kenya 1950-2018,B,-0.3003,0.7155,0.0,69,True,True
B390,Angola→Kenya 1950-2018,B,-0.0356,0.0047,0.5746,69,False,True
B391,Ghana→Zimbabwe 1950-2018,B,-0.0195,0.0021,0.7053,69,False,True
B392,Ghana→Zambia 1950-2018,B,-0.0957,0.3996,0.0,69,True,True
B393,Ghana→Tanzania 1950-2018,B,-0.2014,0.6348,0.0,69,True,True
B394,Ghana→Uganda 1950-2018,B,0.0046,0.0028,0.6685,69,False,True
B395,Ghana→Mozambique 1950-2018,B,0.3168,0.3456,0.0,69,True,True
B396,Botswana→Ghana 1950-2018,B,1.0793,0.7566,0.0,69,True,True
B397,Ghana→Ethiopia 1950-2018,B,-0.0626,0.0879,0.0134,69,True,True
B398,Ghana→Cameroon 1950-2018,B,-0.1589,0.265,0.0,69,True,True
B399,Ghana→Senegal 1950-2018,B,0.1165,0.2357,0.0,69,True,True
B400,Angola→Ghana 1950-2018,B,0.1482,0.1192,0.0037,69,True,True
B401,Zimbabwe→Zambia 1950-2018,B,-0.0763,0.0245,0.1986,69,False,True
B402,Zimbabwe→Tanzania 1950-2018,B,-0.182,0.1198,0.0036,69,True,True
B403,Zimbabwe→Uganda 1950-2018,B,0.0241,0.0034,0.6321,69,False,True
B404,Zimbabwe→Mozambique 1950-2018,B,0.3362,0.7097,0.0,69,True,True
B405,Botswana→Zimbabwe 1950-2018,B,1.0599,0.6668,0.0,69,True,True
B406,Zimbabwe→Ethiopia 1950-2018,B,-0.0432,0.0171,0.2847,69,False,True
B407,Cameroon→Zimbabwe 1950-2018,B,0.1395,0.1895,0.0002,69,True,True
B408,Senegal→Zimbabwe 1950-2018,B,-0.1359,0.2292,0.0,69,True,True
B409,Angola→Zimbabwe 1950-2018,B,0.1288,0.0252,0.1923,69,False,True
B410,Zambia→Tanzania 1950-2018,B,-0.1057,0.333,0.0,69,True,True
B411,Zambia→Uganda 1950-2018,B,0.1004,0.402,0.0,69,True,True
B412,Zambia→Mozambique 1950-2018,B,0.4125,0.4294,0.0,69,True,True
B413,Botswana→Zambia 1950-2018,B,0.9836,0.702,0.0,69,True,True
B414,Zambia→Ethiopia 1950-2018,B,0.0331,0.0233,0.2107,69,False,True
B415,Cameroon→Zambia 1950-2018,B,0.0632,0.043,0.0872,69,False,True
B416,Senegal→Zambia 1950-2018,B,-0.2122,0.3916,0.0,69,True,True
B417,Angola→Zambia 1950-2018,B,0.0525,0.0228,0.2157,69,False,True
B418,Uganda→Tanzania 1950-2018,B,-0.206,0.6282,0.0,69,True,True
B419,Mozambique→Tanzania 1950-2018,B,-0.5182,0.4808,0.0,69,True,True
B420,Botswana→Tanzania 1950-2018,B,0.8779,0.7515,0.0,69,True,True
B421,Tanzania→Ethiopia 1950-2018,B,0.1388,0.2373,0.0,69,True,True
B422,Cameroon→Tanzania 1950-2018,B,-0.0425,0.0229,0.215,69,False,True
B423,Senegal→Tanzania 1950-2018,B,-0.3179,0.5355,0.0,69,True,True
B424,Angola→Tanzania 1950-2018,B,-0.0532,0.0204,0.2416,69,False,True
B425,Mozambique→Uganda 1950-2018,B,-0.3122,0.3511,0.0,69,True,True
B426,Botswana→Uganda 1950-2018,B,1.084,0.7565,0.0,69,True,True
B427,Uganda→Ethiopia 1950-2018,B,-0.0673,0.0936,0.0106,69,True,True
B428,Cameroon→Uganda 1950-2018,B,0.1635,0.2829,0.0,69,True,True
B429,Senegal→Uganda 1950-2018,B,-0.1119,0.2325,0.0,69,True,True
B430,Angola→Uganda 1950-2018,B,0.1528,0.1249,0.0029,69,True,True
B431,Botswana→Mozambique 1950-2018,B,1.3961,0.71,0.0,69,True,True
B432,Mozambique→Ethiopia 1950-2018,B,-0.3794,0.5534,0.0,69,True,True
B433,Cameroon→Mozambique 1950-2018,B,0.4757,0.6227,0.0,69,True,True
B434,Senegal→Mozambique 1950-2018,B,0.2003,0.3457,0.0,69,True,True
B435,Angola→Mozambique 1950-2018,B,0.465,0.2611,0.0,69,True,True
B436,Botswana→Ethiopia 1950-2018,B,1.0167,0.7056,0.0,69,True,True
B437,Botswana→Cameroon 1950-2018,B,0.9204,0.7145,0.0,69,True,True
B438,Botswana→Senegal 1950-2018,B,1.1958,0.759,0.0,69,True,True
B439,Botswana→Angola 1950-2018,B,0.9311,0.6192,0.0,69,True,True
B440,Cameroon→Ethiopia 1950-2018,B,0.0963,0.2321,0.0,69,True,True
B441,Senegal→Ethiopia 1950-2018,B,-0.1791,0.5292,0.0,69,True,True
B442,Angola→Ethiopia 1950-2018,B,0.0856,0.0251,0.1935,69,False,True
B443,Senegal→Cameroon 1950-2018,B,-0.2754,0.7377,0.0,69,True,True
B444,Angola→Cameroon 1950-2018,B,-0.0107,0.0003,0.8849,69,False,True
B445,Angola→Senegal 1950-2018,B,0.2647,0.1689,0.0005,69,True,True
B446,New Zealand→Australia 1900-2018,B,-0.1096,0.4022,0.0,119,True,True
C_001,Mexico 32 entidades N-body (INEGI 2022),C,-0.4732,0.8705,0.0,32,True,True
C_002,CA→NV pop 1900-2025 (US West),C,-0.2489,0.1796,0.0,126,True,True
C_003,CA→AZ pop 1900-2025 (US West),C,-0.2027,0.3334,0.0,126,True,True
C_004,CA→OR pop 1900-2025 (US West),C,0.354,0.8756,0.0,126,True,True
C_005,NY→NJ pop 1900-2025 (US Northeast),C,-0.1766,0.8284,0.0,126,True,True
C_006,NY→CT pop 1900-2025 (US Northeast),C,-0.1357,0.6787,0.0,126,True,True
C_007,NY→PA pop 1900-2025 (US Northeast),C,0.103,0.796,0.0,126,True,True
C_008,TX→OK pop 1900-2025 (US South),C,0.3138,0.5694,0.0,126,True,True
C_009,TX→NM pop 1900-2025 (US South),C,-0.0481,0.1982,0.0,126,True,True
C_010,TX→LA pop 1900-2025 (US South),C,0.2597,0.5984,0.0,126,True,True
C_011,IL→IN pop 1900-2025 (US Midwest),C,-0.0141,0.0413,0.0224,126,True,True
C_012,IL→WI pop 1900-2025 (US Midwest),C,-0.0163,0.0767,0.0017,126,True,True
C_013,IL→MO pop 1900-2025 (US Midwest),C,0.0954,0.6937,0.0,126,True,True
C_014,FL→GA pop 1900-2025 (US Southeast),C,0.739,0.8543,0.0,126,True,True
C_015,FL→AL pop 1900-2025 (US Southeast),C,0.8914,0.8088,0.0,126,True,True
C_016,MA→NH pop 1900-2025 (US NewEngland),C,-0.1308,0.2718,0.0,126,True,True
C_017,MA→ME pop 1900-2025 (US NewEngland),C,0.0484,0.4159,0.0,126,True,True
C_018,MA→VT pop 1900-2025 (US NewEngland),C,0.0636,0.2399,0.0,126,True,True
C_019,WA→ID pop 1900-2025 (US Northwest),C,0.111,0.6072,0.0,126,True,True
C_020,WA→MT pop 1900-2025 (US Northwest),C,0.3336,0.7567,0.0,126,True,True
C_021,CO→WY pop 1900-2025 (US Mountain),C,0.1564,0.3117,0.0,126,True,True
C_022,CO→UT pop 1900-2025 (US Mountain),C,-0.04,0.4314,0.0,126,True,True
C_023,GA→SC pop 1900-2025 (US Southeast),C,0.0552,0.3503,0.0,126,True,True
C_024,MI→OH pop 1900-2025 (US Midwest),C,0.1362,0.9017,0.0,126,True,True
D_01,HackerEarth activity power-law (4771 users),D,-1.6398,0.9519,0.0,4771,True,True
D_02,HackerEarth credits power-law,D,-1.5205,0.7222,0.0,669,True,True
D_03,HackerEarth runs power-law,D,-0.9311,0.9504,0.0,270,True,True
E1_001,Global territorial invasion (countries colonized 2020),E1,1.142,0.8446,0.0,120,True,True
E1_002,Asia-Pacific invasion wavefront 2020,E1,2.724,0.8725,0.0,80,True,True
E1_003,Europe invasion wavefront 2020,E1,3.8202,0.8053,0.0,80,True,True
E1_004,Americas invasion wavefront 2020,E1,3.8795,0.7291,0.0,80,True,True
E2_01,Lynx→Hare Hudson Bay 1900-1920,E2,0.5483,0.2031,0.0403,21,True,True
E2_02,Lynx population vs equilibrium 1821-1850,E2,-0.2592,0.0289,0.369,30,False,True
E3_001,Afghanistan COVID-19 growth phase 2020,E3,1.2393,0.8145,0.0,60,True,True
E3_002,Albania COVID-19 growth phase 2020,E3,0.5681,0.9153,0.0,60,True,True
E3_003,Algeria COVID-19 growth phase 2020,E3,1.2758,0.9232,0.0,60,True,True
E3_004,American Samoa COVID-19 growth phase 2020,E3,1.1312,0.8761,0.0,60,True,True
E3_005,Andorra COVID-19 growth phase 2020,E3,0.5883,0.8945,0.0,60,True,True
E3_006,Angola COVID-19 growth phase 2020,E3,0.7762,0.7952,0.0,60,True,True
E3_007,Anguilla COVID-19 growth phase 2020,E3,0.0036,0.209,0.000241,60,True,True
E3_008,Antigua and Barbuda COVID-19 growth phase 2020,E3,0.0953,0.8208,0.0,60,True,True
E3_009,Argentina COVID-19 growth phase 2020,E3,1.3649,0.9277,0.0,60,True,True
E3_010,Armenia COVID-19 growth phase 2020,E3,0.9725,0.8913,0.0,60,True,True
E3_011,Aruba COVID-19 growth phase 2020,E3,0.0039,0.6894,0.0,60,True,True
E3_012,Australia COVID-19 growth phase 2020,E3,1.1501,0.8652,0.0,60,True,True
E3_013,Austria COVID-19 growth phase 2020,E3,1.1413,0.8603,0.0,60,True,True
E3_014,Azerbaijan COVID-19 growth phase 2020,E3,1.0212,0.9227,0.0,60,True,True
E3_015,Bahamas COVID-19 growth phase 2020,E3,0.1254,0.1599,0.001551,60,True,True
E3_016,Bahrain COVID-19 growth phase 2020,E3,0.9974,0.799,0.0,60,True,True
E3_017,Bangladesh COVID-19 growth phase 2020,E3,1.4945,0.9115,0.0,60,True,True
E3_018,Barbados COVID-19 growth phase 2020,E3,0.1984,0.7644,0.0,60,True,True
E3_019,Belarus COVID-19 growth phase 2020,E3,1.5232,0.9283,0.0,60,True,True
E3_020,Belgium COVID-19 growth phase 2020,E3,1.8094,0.9124,0.0,60,True,True
E3_021,Belize COVID-19 growth phase 2020,E3,0.8709,0.93,0.0,60,True,True
E3_022,Benin COVID-19 growth phase 2020,E3,0.7914,0.6805,0.0,60,True,True
E3_023,Bermuda COVID-19 growth phase 2020,E3,0.0912,0.8225,0.0,60,True,True
E3_024,Bhutan COVID-19 growth phase 2020,E3,0.3573,0.8039,0.0,60,True,True
E3_025,Bolivia COVID-19 growth phase 2020,E3,1.2984,0.8267,0.0,60,True,True
E3_026,Bonaire Sint Eustatius and Saba COVID-19 growth phase 2020,E3,0.0799,0.8142,0.0,60,True,True
E3_027,Bosnia and Herzegovina COVID-19 growth phase 2020,E3,0.9852,0.9249,0.0,60,True,True
E3_028,Botswana COVID-19 growth phase 2020,E3,0.7912,0.8977,0.0,60,True,True
E3_029,Brazil COVID-19 growth phase 2020,E3,1.7736,0.8958,0.0,60,True,True
E3_030,British Virgin Islands COVID-19 growth phase 2020,E3,0.1081,0.883,0.0,60,True,True
E3_031,Brunei COVID-19 growth phase 2020,E3,0.0487,0.8295,0.0,60,True,True
E3_032,Bulgaria COVID-19 growth phase 2020,E3,0.8191,0.8851,0.0,60,True,True
E3_033,Burkina Faso COVID-19 growth phase 2020,E3,0.4323,0.928,0.0,60,True,True
E3_034,Burundi COVID-19 growth phase 2020,E3,0.3859,0.8351,0.0,60,True,True
E3_035,Cambodia COVID-19 growth phase 2020,E3,0.0592,0.7942,0.0,60,True,True
E3_036,Cameroon COVID-19 growth phase 2020,E3,0.7181,0.8193,0.0,60,True,True
E3_037,Canada COVID-19 growth phase 2020,E3,2.0542,0.9176,0.0,60,True,True
E3_038,Cape Verde COVID-19 growth phase 2020,E3,0.5935,0.8469,0.0,60,True,True
E3_039,Cayman Islands COVID-19 growth phase 2020,E3,0.1688,0.873,0.0,60,True,True
E3_040,Central African Republic COVID-19 growth phase 2020,E3,1.1269,0.8844,0.0,60,True,True
E3_041,Chad COVID-19 growth phase 2020,E3,0.6811,0.8988,0.0,60,True,True
E3_042,Chile COVID-19 growth phase 2020,E3,1.3473,0.9118,0.0,60,True,True
E3_043,China COVID-19 growth phase 2020,E3,2.2811,0.8938,0.0,60,True,True
E3_044,Colombia COVID-19 growth phase 2020,E3,1.352,0.9088,0.0,60,True,True
E3_045,Comoros COVID-19 growth phase 2020,E3,0.3499,0.9164,0.0,60,True,True
E3_046,Congo COVID-19 growth phase 2020,E3,0.5581,0.8264,0.0,60,True,True
E3_047,Cook Islands COVID-19 growth phase 2020,E3,1.276,0.9084,0.0,60,True,True
E3_048,Costa Rica COVID-19 growth phase 2020,E3,0.665,0.9189,0.0,60,True,True
E3_049,Cote d'Ivoire COVID-19 growth phase 2020,E3,0.8581,0.91,0.0,60,True,True
E3_050,Croatia COVID-19 growth phase 2020,E3,0.8025,0.9078,0.0,60,True,True
E3_051,Cuba COVID-19 growth phase 2020,E3,0.9881,0.9154,0.0,60,True,True
E3_052,Curacao COVID-19 growth phase 2020,E3,0.686,0.8849,0.0,60,True,True
E3_053,Cyprus COVID-19 growth phase 2020,E3,0.5461,0.8944,0.0,60,True,True
E3_054,Czechia COVID-19 growth phase 2020,E3,1.2775,0.9098,0.0,60,True,True
E3_055,Democratic Republic of Congo COVID-19 growth phase 2020,E3,0.919,0.7863,0.0,60,True,True
E3_056,Denmark COVID-19 growth phase 2020,E3,0.9051,0.8783,0.0,60,True,True
E3_057,Djibouti COVID-19 growth phase 2020,E3,0.8701,0.8637,0.0,60,True,True
E3_058,Dominica COVID-19 growth phase 2020,E3,0.0931,0.6927,0.0,60,True,True
E3_059,Dominican Republic COVID-19 growth phase 2020,E3,1.0606,0.9157,0.0,60,True,True
E3_060,East Timor COVID-19 growth phase 2020,E3,0.6875,0.5846,0.0,60,True,True
E3_061,Ecuador COVID-19 growth phase 2020,E3,1.4428,0.8999,0.0,60,True,True
E3_062,Egypt COVID-19 growth phase 2020,E3,1.4308,0.881,0.0,60,True,True
E3_063,El Salvador COVID-19 growth phase 2020,E3,1.0826,0.8141,0.0,60,True,True
E3_064,Equatorial Guinea COVID-19 growth phase 2020,E3,0.7653,0.8799,0.0,60,True,True
E3_065,Eritrea COVID-19 growth phase 2020,E3,0.2332,0.93,0.0,60,True,True
E3_066,Estonia COVID-19 growth phase 2020,E3,1.295,0.7581,0.0,60,True,True
E3_067,Eswatini COVID-19 growth phase 2020,E3,0.5811,0.8065,0.0,60,True,True
E3_068,Ethiopia COVID-19 growth phase 2020,E3,0.9955,0.6284,0.0,60,True,True
E3_069,European Union (27) COVID-19 growth phase 2020,E3,3.0186,0.9084,0.0,60,True,True
E3_070,Falkland Islands COVID-19 growth phase 2020,E3,0.0665,0.8403,0.0,60,True,True
E3_071,Faroe Islands COVID-19 growth phase 2020,E3,0.197,0.7846,0.0,60,True,True
E3_072,Fiji COVID-19 growth phase 2020,E3,0.9911,0.6604,0.0,60,True,True
E3_073,Finland COVID-19 growth phase 2020,E3,1.2887,0.9218,0.0,60,True,True
E3_074,France COVID-19 growth phase 2020,E3,1.0984,0.9,0.0,60,True,True
E3_075,French Guiana COVID-19 growth phase 2020,E3,0.8174,0.6253,0.0,60,True,True
E3_076,French Polynesia COVID-19 growth phase 2020,E3,0.8961,0.8826,0.0,60,True,True
E3_077,Gabon COVID-19 growth phase 2020,E3,1.2451,0.8463,0.0,60,True,True
E3_078,Gambia COVID-19 growth phase 2020,E3,1.2348,0.8928,0.0,60,True,True
E3_079,Georgia COVID-19 growth phase 2020,E3,0.528,0.9124,0.0,60,True,True
E3_080,Germany COVID-19 growth phase 2020,E3,2.4692,0.9053,0.0,60,True,True
E3_081,Ghana COVID-19 growth phase 2020,E3,1.3155,0.8278,0.0,60,True,True
E3_082,Gibraltar COVID-19 growth phase 2020,E3,0.1215,0.8661,0.0,60,True,True
E3_083,Greece COVID-19 growth phase 2020,E3,0.6612,0.9174,0.0,60,True,True
E3_084,Greenland COVID-19 growth phase 2020,E3,0.4746,0.898,0.0,60,True,True
E3_085,Grenada COVID-19 growth phase 2020,E3,0.0864,0.9073,0.0,60,True,True
E3_086,Guadeloupe COVID-19 growth phase 2020,E3,0.0634,0.9125,0.0,60,True,True
E3_087,Guam COVID-19 growth phase 2020,E3,0.0783,0.6798,0.0,60,True,True
E3_088,Guatemala COVID-19 growth phase 2020,E3,1.2113,0.8028,0.0,60,True,True
E3_089,Guernsey COVID-19 growth phase 2020,E3,0.2155,0.7903,0.0,60,True,True
E3_090,Guinea COVID-19 growth phase 2020,E3,1.1928,0.8899,0.0,60,True,True
E3_091,Guinea-Bissau COVID-19 growth phase 2020,E3,0.5964,0.9172,0.0,60,True,True
E3_092,Guyana COVID-19 growth phase 2020,E3,0.2672,0.7096,0.0,60,True,True
E3_093,Haiti COVID-19 growth phase 2020,E3,1.3519,0.8909,0.0,60,True,True
E3_094,High-income countries COVID-19 growth phase 2020,E3,2.7157,0.7181,0.0,60,True,True
E3_095,Honduras COVID-19 growth phase 2020,E3,0.9051,0.7296,0.0,60,True,True
E3_096,Hungary COVID-19 growth phase 2020,E3,1.1372,0.9222,0.0,60,True,True
E3_097,Iceland COVID-19 growth phase 2020,E3,0.7585,0.8685,0.0,60,True,True
E3_098,India COVID-19 growth phase 2020,E3,2.1582,0.8717,0.0,60,True,True
E3_099,Indonesia COVID-19 growth phase 2020,E3,1.602,0.9192,0.0,60,True,True
E3_100,Iran COVID-19 growth phase 2020,E3,1.6599,0.929,0.0,60,True,True
E3_101,Iraq COVID-19 growth phase 2020,E3,1.0864,0.8991,0.0,60,True,True
E3_102,Ireland COVID-19 growth phase 2020,E3,1.2588,0.9143,0.0,60,True,True
E3_103,Isle of Man COVID-19 growth phase 2020,E3,0.3471,0.8622,0.0,60,True,True
E3_104,Israel COVID-19 growth phase 2020,E3,1.564,0.9086,0.0,60,True,True
E3_105,Italy COVID-19 growth phase 2020,E3,1.8064,0.918,0.0,60,True,True
E3_106,Jamaica COVID-19 growth phase 2020,E3,0.4408,0.9062,0.0,60,True,True
E3_107,Japan COVID-19 growth phase 2020,E3,1.3289,0.7919,0.0,60,True,True
E3_108,Jersey COVID-19 growth phase 2020,E3,0.2307,0.8988,0.0,60,True,True
E3_109,Jordan COVID-19 growth phase 2020,E3,0.2676,0.8818,0.0,60,True,True
E3_110,Kazakhstan COVID-19 growth phase 2020,E3,1.127,0.8671,0.0,60,True,True
E3_111,Kenya COVID-19 growth phase 2020,E3,0.7876,0.7929,0.0,60,True,True
E3_112,Kiribati COVID-19 growth phase 2020,E3,0.6765,0.807,0.0,60,True,True
E3_113,Kosovo COVID-19 growth phase 2020,E3,0.6991,0.9127,0.0,60,True,True
E3_114,Kuwait COVID-19 growth phase 2020,E3,1.3755,0.7799,0.0,60,True,True
E3_115,Kyrgyzstan COVID-19 growth phase 2020,E3,0.7538,0.9273,0.0,60,True,True
E3_116,Laos COVID-19 growth phase 2020,E3,0.6085,0.893,0.0,60,True,True
E3_117,Latvia COVID-19 growth phase 2020,E3,0.649,0.9197,0.0,60,True,True
E3_118,Lebanon COVID-19 growth phase 2020,E3,0.4227,0.9244,0.0,60,True,True
E3_119,Lesotho COVID-19 growth phase 2020,E3,0.6161,0.9188,0.0,60,True,True
E3_120,Liberia COVID-19 growth phase 2020,E3,0.4311,0.7902,0.0,60,True,True
E3_121,Libya COVID-19 growth phase 2020,E3,0.9284,0.8775,0.0,60,True,True
E3_122,Liechtenstein COVID-19 growth phase 2020,E3,0.1431,0.4062,0.0,60,True,True
E3_123,Lithuania COVID-19 growth phase 2020,E3,0.5837,0.915,0.0,60,True,True
E3_124,Low-income countries COVID-19 growth phase 2020,E3,1.4308,0.9031,0.0,60,True,True
E3_125,Lower-middle-income countries COVID-19 growth phase 2020,E3,1.8158,0.9279,0.0,60,True,True
E3_126,Luxembourg COVID-19 growth phase 2020,E3,0.4424,0.8459,0.0,60,True,True
E3_127,Madagascar COVID-19 growth phase 2020,E3,0.6457,0.5712,0.0,60,True,True
E3_128,Malawi COVID-19 growth phase 2020,E3,0.8265,0.7936,0.0,60,True,True
E3_129,Malaysia COVID-19 growth phase 2020,E3,1.1041,0.9164,0.0,60,True,True
E3_130,Maldives COVID-19 growth phase 2020,E3,0.8148,0.931,0.0,60,True,True
E3_131,Mali COVID-19 growth phase 2020,E3,0.8665,0.9134,0.0,60,True,True
E3_132,Malta COVID-19 growth phase 2020,E3,0.573,0.8884,0.0,60,True,True
E3_133,Marshall Islands COVID-19 growth phase 2020,E3,0.8703,0.7054,0.0,60,True,True
E3_134,Martinique COVID-19 growth phase 2020,E3,0.1087,0.8676,0.0,60,True,True
E3_135,Mauritania COVID-19 growth phase 2020,E3,1.1544,0.8941,0.0,60,True,True
E3_136,Mauritius COVID-19 growth phase 2020,E3,0.3923,0.8055,0.0,60,True,True
E3_137,Mayotte COVID-19 growth phase 2020,E3,0.8506,0.7745,0.0,60,True,True
E3_138,Mexico COVID-19 growth phase 2020,E3,1.74,0.8916,0.0,60,True,True
E3_139,Micronesia (country) COVID-19 growth phase 2020,E3,1.202,0.7244,0.0,60,True,True
E3_140,Moldova COVID-19 growth phase 2020,E3,1.1221,0.9289,0.0,60,True,True
E3_141,Monaco COVID-19 growth phase 2020,E3,0.2505,0.9047,0.0,60,True,True
E3_142,Mongolia COVID-19 growth phase 2020,E3,0.1836,0.8539,0.0,60,True,True
E3_143,Montenegro COVID-19 growth phase 2020,E3,0.8603,0.8288,0.0,60,True,True
E3_144,Montserrat COVID-19 growth phase 2020,E3,0.1399,0.8515,0.0,60,True,True
E3_145,Morocco COVID-19 growth phase 2020,E3,1.0127,0.913,0.0,60,True,True
E3_146,Mozambique COVID-19 growth phase 2020,E3,0.7523,0.8441,0.0,60,True,True
E3_147,Myanmar COVID-19 growth phase 2020,E3,0.2721,0.8853,0.0,60,True,True
E3_148,Namibia COVID-19 growth phase 2020,E3,1.1794,0.9146,0.0,60,True,True
E3_149,Nauru COVID-19 growth phase 2020,E3,0.7872,0.7621,0.0,60,True,True
E3_150,Nepal COVID-19 growth phase 2020,E3,1.7131,0.8677,0.0,60,True,True
E3_151,Netherlands COVID-19 growth phase 2020,E3,1.6906,0.9206,0.0,60,True,True
E3_152,New Caledonia COVID-19 growth phase 2020,E3,0.0222,0.8511,0.0,60,True,True
E3_153,New Zealand COVID-19 growth phase 2020,E3,0.2798,0.8149,0.0,60,True,True
E3_154,Nicaragua COVID-19 growth phase 2020,E3,0.7154,0.9092,0.0,60,True,True
E3_155,Niger COVID-19 growth phase 2020,E3,0.5771,0.8481,0.0,60,True,True
E3_156,Nigeria COVID-19 growth phase 2020,E3,1.3288,0.813,0.0,60,True,True
E3_157,Niue COVID-19 growth phase 2020,E3,0.6349,0.7606,0.0,60,True,True
E3_158,North Macedonia COVID-19 growth phase 2020,E3,0.9058,0.9136,0.0,60,True,True
