,delta_H,alpha,F,ASI_raw,ASI,soberania,CSI_V3,cohort
user_0607,0.10320915137756466,0.12735643646620662,0.3983893532623452,0.03299372742396599,0.012495,False,15.838870351424195,Basic
user_0608,0.07211667704157632,0.2106266813322813,0.461692099196487,0.03290005694360974,0.01246,False,15.037208840139183,Basic
user_0609,0.1207260509399783,0.4409538917947907,0.6095649999727533,0.08733214998462692,0.033074,False,15.788516071805024,Basic
user_0610,0.43978042320110994,0.19337544138351767,0.34398732178246544,0.2472263599939451,0.093628,False,12.124822367145118,Basic
user_0611,0.1034282812380882,0.1166430824699302,0.7758277405593881,0.015550093026422232,0.005889,False,13.52069690017161,Basic
user_0612,0.22283359505997638,0.18080280365412726,0.6564779903115227,0.06137134729536575,0.023242,False,17.2341016231254,Basic
user_0613,0.1181210204027499,0.4765069254092223,0.6884012281449904,0.08176261452929827,0.030964,False,2.426268595303245,Basic
user_0614,0.11922086366101982,0.2995765960656771,0.7728406861996836,0.046213639050507224,0.017502,False,1.5777190427468488,Basic
user_0615,0.3003736232566918,0.3106803559265928,0.8098998531472752,0.11522435004983218,0.043637,False,2.3764371407276283,Basic
user_0616,0.3324175317526679,0.16294785971334538,0.6583849375090222,0.08227212113209682,0.031157,False,16.531361211019878,Basic
user_0617,0.09134544448881775,0.3685557862222183,0.8215476240211672,0.0409786251302296,0.015519,False,10.695749720674252,Basic
user_0618,0.04090214244767335,0.05434450750802988,0.5328405091678321,0.00417161748984434,0.00158,False,3.3452403441171725,Basic
user_0619,0.21558317028897367,0.39768887869998765,0.7162684470361257,0.11969678353636358,0.045331,False,2.6925292984578113,Basic
user_0620,0.18488266624016136,0.10848920501505475,0.7315051602163004,0.027419866013696854,0.010384,False,8.46304755192822,Basic
user_0621,0.22367227207508328,0.1949801000422945,0.8797914771524362,0.04957043017402489,0.018773,False,15.49894706230135,Basic
user_0622,0.0922368081930962,0.12406664152934438,0.6215261832385667,0.01841195323143978,0.006973,False,15.298357671670393,Basic
user_0623,0.2709980513406498,0.2695931900169692,0.8899281717685957,0.08209564711735574,0.031091,False,16.17380830993605,Basic
user_0624,0.11123588014242401,0.2448336078666034,0.8232338987006601,0.03308207048139246,0.012529,False,14.609949934809748,Basic
user_0625,0.18432866740311973,0.28368128636796547,0.8294064306170305,0.06304580185676724,0.023876,False,1.1707763836288851,Basic
user_0626,0.4448642340611721,0.050876623023467085,0.6342111865869846,0.0356871502925618,0.013515,False,13.683171180455055,Basic
user_0627,0.10132341090996584,0.08431786368753233,0.8046485798956343,0.010617521440938143,0.004021,False,9.860264517506153,Basic
user_0628,0.11722443227702313,0.18231873728436906,0.9059300573314735,0.02359145752882769,0.008934,False,13.801832051678407,Basic
user_0629,0.08114986064544596,0.14072083664790616,0.7157067582812837,0.01595552389544451,0.006043,False,9.201372053047095,Basic
user_0630,0.12155543407641761,0.24933034338262525,0.6101643966973194,0.04967097110605703,0.018811,False,9.187241970847046,Basic
user_0631,0.34567363478906443,0.05702525052048038,0.7917446520939603,0.0248970745429577,0.009429,False,2.3965585588189002,Basic
user_0632,0.40478371510739775,0.047573893364715215,0.7342055763900416,0.026228535872713645,0.009933,False,17.199279591159435,Basic
user_0633,0.20276151931340197,0.1779455634507566,0.8499338606461704,0.042450965270314354,0.016077,False,7.117813371965174,Basic
user_0634,0.18235282153883675,0.4942481144906357,0.815397183104026,0.11053206962835342,0.04186,False,11.06510775465651,Basic
user_0635,0.07088221079254482,0.07246782825914305,0.6640409392635948,0.0077354867367650055,0.00293,False,3.9359690623199266,Basic
user_0636,0.1399001503859687,0.04190979075165855,0.9215285213063328,0.006362457474989515,0.00241,False,7.008889074537213,Basic
user_0637,0.05459561944378879,0.18228288196779618,0.8631265227865947,0.011529997737645042,0.004367,False,16.54097104050512,Basic
user_0638,0.30824524322132807,0.36723346420205416,0.8274858265864463,0.13679747115299673,0.051807,False,3.982387939121573,Basic
user_0639,0.02531270247822631,0.3627094335424824,0.7096218838182727,0.01293809588834222,0.0049,False,3.9160066535035636,Basic
user_0640,0.48599603804486585,0.11992534640211025,0.7394097595017787,0.07882401126522254,0.029852,False,4.949483095082313,Basic
user_0641,0.18819544732828458,0.28784694309174047,0.8115625339658269,0.06674961195228168,0.025279,False,10.918560670903519,Basic
user_0642,0.21081249194881402,0.06733534198514572,0.4370188531076894,0.032481736518163974,0.012301,False,9.893076199504163,Basic
user_0643,0.42885763809417227,0.37074016347699557,0.5928253025437157,0.2681983211127652,0.10157,False,3.3311180358702908,Basic
user_0644,0.11806708628030016,0.11375049128250311,0.8983628952939234,0.014949625745933975,0.005662,False,13.147411397119535,Basic
user_0645,0.15787150003516842,0.18919307986900852,0.5615044377574235,0.05319315985192126,0.020145,False,17.24326055284878,Basic
user_0646,0.3362964851920915,0.20556498303117007,0.5583440570014799,0.12381394662497712,0.04689,False,3.7777486693134916,Basic
user_0647,0.3169465991932843,0.20491387898902425,0.8764540646559772,0.07410172385767658,0.028063,False,12.786122683789658,Basic
user_0648,0.19665648203892505,0.07854265980430479,0.9043235173189715,0.017080085689783742,0.006468,False,11.141307227450241,Basic
user_0649,0.1831663962998133,0.5718425688715316,0.753089354243473,0.1390835523046886,0.052673,False,6.249840250259148,Basic
user_0650,0.42646326053331535,0.08259697421186342,0.5574711319404326,0.06318636591991508,0.023929,False,11.738781754571747,Basic
user_0651,0.13563430286475686,0.3927979043037801,0.4414378212095372,0.12068940937367434,0.045707,False,3.9882688759513885,Basic
user_0652,0.15744596713168038,0.2630537963824645,0.6858873269891924,0.06038420269536465,0.022868,False,15.845141835397088,Basic
user_0653,0.2589097788409084,0.13110718882138447,0.9830195565947192,0.034531289875642565,0.013077,False,0.42202964385680597,Basic
user_0654,0.17044799374772018,0.04979853633862834,0.6757565227646871,0.012560826754235954,0.004757,False,10.774196558707212,Basic
user_0655,0.13690690694184582,0.12573648896082376,0.5415642216794851,0.03178606175269427,0.012038,False,6.056823455708976,Basic
user_0656,0.2568595662064985,0.055639786756165016,0.7936128354045806,0.01800829176701108,0.00682,False,16.745853678556916,Basic
user_0657,0.29929595074562143,0.1184321557673782,0.5956098295432607,0.05951255822361548,0.022538,False,9.487959092775771,Basic
user_0658,0.0957470874948902,0.058611767421661,0.7599265186638469,0.007384800879720786,0.002797,False,15.247272746146844,Basic
user_0659,0.18999646514400323,0.04667224030473436,0.7934611105532867,0.011175797478048526,0.004232,False,17.552586552171913,Basic
user_0660,0.38112497535825296,0.11871507074702194,0.4824089895091259,0.09379028873228754,0.035519,False,6.352641477809922,Basic
user_0661,0.25868698161204184,0.399249768986357,0.9412291585131867,0.10972961973631708,0.041556,False,16.726495274856944,Basic
user_0662,0.19874788666552212,0.10343493119501278,0.7047804760386649,0.029168620132539933,0.011047,False,13.799299633416783,Basic
user_0663,0.23408451244508452,0.1170058456512481,0.773260028127582,0.035420499361410424,0.013414,False,2.0553135450513,Basic
user_0664,0.06861792575578986,0.04835966588264839,0.6147407276282937,0.0053979504105946,0.002044,False,1.9744790266545724,Basic
user_0665,0.16298945401719075,0.2213725155179729,0.5349568058733479,0.06744728741189028,0.025543,False,15.529562425464285,Basic
user_0666,0.09765520447373824,0.14460066130565474,0.6608793954957844,0.021366995616875085,0.008092,False,8.898005702494224,Basic
user_0667,0.21035279322278194,0.19795432125261994,0.7348992518416916,0.05666116042662464,0.021458,False,9.407855148431572,Basic
user_0668,0.4057627319616689,0.2012567459238424,0.844892221438899,0.09665432463409115,0.036604,False,16.933684235578813,Basic
user_0669,0.08926067378647969,0.1228527599260917,0.6255606722787438,0.01752974669520987,0.006639,False,17.172263400124645,Basic
user_0670,0.17308369052346895,0.3495082155997453,0.8280980492603568,0.07305194340007026,0.027666,False,2.1414137090461294,Basic
user_0671,0.1114023897912048,0.1164797613033047,0.5102164280139664,0.02543258715131384,0.009632,False,7.099318135946616,Basic
user_0672,0.08773520038263134,0.3304159470790379,0.8342331400464791,0.03474940988916022,0.01316,False,17.00930861611382,Basic
user_0673,0.2347394554633857,0.0765798866992051,0.48778070585650896,0.03685328404216811,0.013957,False,15.577232618535316,Basic
user_0674,0.07550383626081307,0.23585654619830895,0.42188896916348334,0.04221033339768911,0.015986,False,13.699167599681655,Basic
user_0675,0.2509186448349706,0.031488987232980784,0.7690039965436902,0.010274555189878434,0.003891,False,1.9373768716839361,Basic
user_0676,0.255301219646827,0.1235848599194998,0.7307985209410122,0.0431738222823761,0.01635,False,11.802696757911466,Basic
user_0677,0.12450255010769067,0.2196070562174958,0.9663037971308145,0.02829507511189031,0.010716,False,11.055176631577627,Basic
user_0678,0.19453508031608158,0.1400841668616886,0.7267027505087287,0.03749990574877099,0.014202,False,3.176174160302696,Basic
user_0679,0.5494190997735872,0.4592468956548165,0.7760056606915843,0.32515099923319435,0.123139,False,14.703317004944788,Basic
user_0680,0.02206073289608488,0.21165801129080933,0.5192740257253404,0.008992036229581819,0.003405,False,5.927562713646198,Basic
user_0681,0.15314384436462986,0.188074199134538,0.7817272773970604,0.03684457062463815,0.013953,False,11.791888736582962,Basic
user_0682,0.4088027893566912,0.17434397595507367,0.71453936211332,0.09974580471980606,0.037775,False,6.874874230321476,Basic
user_0683,0.24302199599915753,0.19258986391752664,0.9427045056808795,0.04964819077070075,0.018802,False,1.6035090489934913,Basic
user_0684,0.2503446339009613,0.12093284305590996,0.7560922307221828,0.040041263606844735,0.015164,False,9.97110295681451,Basic
user_0685,0.3942678467116756,0.12043597256037915,0.5903466984231976,0.08043414436776877,0.030461,False,5.826219575557445,Basic
user_0686,0.32104507580225666,0.260092089063473,0.504771015461638,0.16542408714292742,0.062648,False,1.3549470636042047,Basic
user_0687,0.23038783069345614,0.20790550951200903,0.5461774835193075,0.08769841447335357,0.033212,False,3.771669405759284,Basic
user_0688,0.2743182422590699,0.06028626227099618,0.633624866443446,0.026100019703101433,0.009884,False,11.758259614627327,Basic
user_0689,0.09448936086348345,0.21964247081020813,0.7904130437761618,0.026257001764776296,0.009944,False,1.9262579882971718,Basic
user_0690,0.1596459506007196,0.12360893625076046,0.6695241463417301,0.02947416644839601,0.011162,False,1.6618604799902763,Basic
user_0691,0.3825346344886311,0.20713150684719986,0.7933793872740613,0.09987022165412324,0.037822,False,17.93640981158617,Basic
user_0692,0.38779421853504986,0.15434401773492284,0.7542470747800137,0.07935558485332067,0.030053,False,2.0429442033068823,Basic
user_0693,0.21115321983587493,0.0485050531821361,0.5231349273830992,0.019578119566499574,0.007414,False,7.1451348378815895,Basic
user_0694,0.16445042508898716,0.2178162839474164,0.794961601140223,0.04505875558653289,0.017064,False,2.5348069191862588,Basic
user_0695,0.09503672632571297,0.3655295905152516,0.741618782276981,0.046841768962606466,0.01774,False,17.84611275260275,Basic
user_0696,0.27180104090049895,0.4192716748825401,0.6135251468162468,0.18574377634646652,0.070343,False,9.14206659056542,Basic
user_0697,0.021712835903857818,0.07916628370609,0.8674191529170748,0.001981653876845989,0.00075,False,2.111265600161632,Basic
user_0698,0.1029778583875537,0.1258075794590968,0.7060561475309536,0.01834895871514498,0.006949,False,14.607512406087176,Basic
user_0699,0.2325661923900876,0.09175893926989634,0.7810200955361302,0.02732327534940602,0.010348,False,14.834945166431844,Basic
user_0700,0.22406473484469064,0.10725659870474409,0.8913628453181314,0.02696143492557691,0.010211,False,17.122789803492775,Basic
user_0701,0.16727956656111384,0.15961536174695506,0.9544471966487001,0.027974715231264435,0.010594,False,13.407452351264794,Basic
user_0702,0.2879375277074926,0.15180888402607778,0.41420542900531976,0.10553090734583515,0.039966,False,1.039609202980107,Basic
user_0703,0.22800903077436155,0.3548499851059941,0.7218380034995594,0.1120874777748713,0.042449,False,10.455919394956648,Basic
user_0704,0.4435201714842831,0.1067671788173492,0.7069852622630451,0.06697932755540985,0.025366,False,7.296757315940508,Basic
user_0705,0.16143271724141497,0.3412272979078534,0.541593645870876,0.10170955718956812,0.038519,False,14.223039955573956,Basic
user_0706,0.08038025262811395,0.21674026526192264,0.7789023181556767,0.022366909008166243,0.008471,False,11.22765116161051,Basic
user_0707,0.21415901241931648,0.35166514764811296,0.8477995386009031,0.08883262763612546,0.033642,False,13.778809895052266,Basic
user_0708,0.08026752630039105,0.17083919500691977,0.5342322267506857,0.025668312190299677,0.009721,False,3.4284344395887056,Basic
user_0709,0.06156696828832031,0.12315448417737898,0.6792659344662552,0.011162414950001899,0.004227,False,8.304348884754612,Basic
user_0710,0.1460922650055691,0.018062598555370336,0.531279117355468,0.004966891881569668,0.001881,False,8.209982212667802,Basic
user_0711,0.07682128509652694,0.09230968238075496,0.7456672764741459,0.009510070578493063,0.003602,False,18.638517620065027,Basic
user_0712,0.22144237027344973,0.08122007573035293,0.7441128209305776,0.024170482724684052,0.009154,False,0.3630930932621794,Basic
user_0713,0.09006023935576836,0.11776549617807751,0.9091230079612047,0.01166617573284547,0.004418,False,15.50481589953814,Basic
user_0714,0.18404986703501,0.1876571761038545,0.8763253572322627,0.039412620010407615,0.014926,False,1.8451212167593352,Basic
user_0715,0.08308894208341275,0.289255963903377,0.8043732700465724,0.029879128169758642,0.011316,False,1.527183058947878,Basic
user_0716,0.057553642102489,0.2959046468370591,0.7838036576057421,0.021727877862353494,0.008229,False,6.235353369863167,Basic
user_0717,0.25688584561626143,0.18252777454887156,0.7765899196152696,0.06037781399051687,0.022866,False,13.314570984235528,Basic
user_0718,0.3630407673699674,0.061244152394377784,0.8046774084759271,0.027631102660493418,0.010464,False,12.890480151383969,Basic
user_0719,0.2667084771769216,0.21305201395097012,0.8333696644276116,0.06818436118546195,0.025822,False,11.92973223836826,Basic
user_0720,0.06358041627968386,0.16512807446037628,0.8785017378743631,0.011950928792761061,0.004526,False,14.716470951761087,Basic
user_0721,0.5350893257607069,0.16461057003966514,0.5198564587612627,0.1694339994264845,0.064167,False,4.415183010794951,Basic
user_0722,0.10955818924883164,0.3516818894826651,0.5392692667686104,0.07144785245078837,0.027058,False,12.043044452098389,Basic
user_0723,0.125881509173379,0.05693808152113588,0.8830008285787069,0.008117151648492018,0.003074,False,12.12271336964218,Basic
user_0724,0.42703838808977634,0.16245575814650312,0.7887567457261999,0.08795467737130104,0.033309,False,12.432374743107166,Basic
user_0725,0.23373535878841487,0.05814155758233071,0.6825080040676903,0.019911470255337165,0.007541,False,11.294619066051983,Basic
user_0726,0.16294081647522757,0.1060210112868869,0.628282892838691,0.02749581492592063,0.010413,False,4.208934963914277,Basic
user_0727,0.1459080017241183,0.06079918332104165,0.48185290490813326,0.018410363939847636,0.006972,False,17.371679063813335,Basic
user_0728,0.32433489990258263,0.1861916554843043,0.6923632282432824,0.08722076719386186,0.033032,False,18.544087942115166,Basic
user_0729,0.14897805751678656,0.35627575766481073,0.5411879718339426,0.09807548038689788,0.037142,False,13.09454753597885,Basic
user_0730,0.1502372749694564,0.2295391748166128,0.8164344311423358,0.04223895858352581,0.015996,False,8.437514628837192,Basic
user_0731,0.11960793812292599,0.051316829033459924,0.9479171475968098,0.006475144085387472,0.002452,False,10.206624721336361,Basic
user_0732,0.0956255016460714,0.13880904343710568,0.7737624425699055,0.01715472822330135,0.006497,False,2.059058843508723,Basic
user_0733,0.17315730502709561,0.11778730004046332,0.7383951325077678,0.027621703534469032,0.010461,False,6.904522064139602,Basic
user_0734,0.34205288638185904,0.021058066328182377,0.8549320953430191,0.008425198221486135,0.003191,False,18.546552725335232,Basic
user_0735,0.050179744002829575,0.42586475532161244,0.6147723193075402,0.03476048568018874,0.013164,False,10.406722989535915,Basic
user_0736,0.16017722134111506,0.40625282227845516,0.8825893148253522,0.07372902338776377,0.027922,False,10.651923328213174,Basic
user_0737,0.10529967289517676,0.08615257323250532,0.7449067621422308,0.012178487619539711,0.004612,False,18.12561751138471,Basic
user_0738,0.14011451146538195,0.26220835349147736,0.81241657114766,0.045222114683974156,0.017126,False,16.84072942653934,Basic
user_0739,0.12185559798140107,0.18054459004507942,0.8424088638799988,0.026116022664956214,0.00989,False,10.805611178276529,Basic
user_0740,0.1537754526431145,0.16181001486872754,0.7954021230945914,0.031282803447670184,0.011847,False,5.1108261306609215,Basic
user_0741,0.3759920241163477,0.5831562245836373,0.6124990879618941,0.3579794542826982,0.135571,False,2.2216968894127844,Basic
user_0742,0.108601851214725,0.2282354382554236,0.7203158565748115,0.034411003008051555,0.013032,False,16.40937708820033,Basic
user_0743,0.32224914249653985,0.08815352533644914,0.8507359634189469,0.03339155645137391,0.012646,False,17.48173881383408,Basic
user_0744,0.21814174132025582,0.13173439940989334,0.7101224625698793,0.04046734583645759,0.015325,False,9.391413505587407,Basic
user_0745,0.44162041516598394,0.14101448467745667,0.8669027083531852,0.07183606034173821,0.027205,False,1.7964227579211962,Basic
user_0746,0.052935617998560704,0.24252455768735556,0.6853448888722528,0.01873244777842178,0.007094,False,11.518269880133612,Basic
user_0747,0.042696433153459445,0.09807909987659648,0.5466150580259607,0.007661017877472539,0.002901,False,6.9817665798956146,Basic
user_0748,0.14580766319675414,0.2645710686106959,0.7675206747237986,0.05026117280485752,0.019034,False,2.9993525523003575,Basic
user_0749,0.20044742544426003,0.19977224580941416,0.6571583373234402,0.06093483118666752,0.023077,False,17.463724403139604,Basic
user_0750,0.3137442864149065,0.019374412329896642,0.5367048579718163,0.011325798678481108,0.004289,False,4.54953198890644,Basic
user_0751,0.09223672292015238,0.060842930366934396,0.8494832090454255,0.006606313638866708,0.002502,False,13.51206880107709,Basic
user_0752,0.028353207029237427,0.08334358760905662,0.7418196253777282,0.0031854886460245925,0.001206,False,8.158179326750941,Basic
user_0753,0.5171015596690983,0.1416723709506274,0.8504608930758466,0.08614035586708045,0.032622,False,15.730496478477093,Basic
user_0754,0.14239246876660558,0.09325732318206303,0.7487815809751859,0.01773433109981803,0.006716,False,13.315863166679351,Basic
user_0755,0.3120414064490704,0.07387124903114897,0.7700245853654968,0.029935262953828954,0.011337,False,2.3400405627525913,Basic
user_0756,0.0757672731222168,0.29116433078299503,0.762175550806362,0.028944417530243505,0.010962,False,8.542622958477722,Basic
user_0757,0.14802065116902682,0.31867994817506273,0.8244026439611417,0.05721865861168675,0.021669,False,4.935982550240985,Basic
user_0758,0.056651517848537516,0.1689777891666485,0.7500372372092036,0.012763163965832136,0.004834,False,13.558104958716788,Basic
user_0759,0.49367157578455423,0.15580739668731994,0.8408868418548987,0.09147209732982252,0.034642,False,10.349087707819397,Basic
user_0760,0.12857017010355495,0.15634097889587512,0.8629403112742325,0.023293368021152925,0.008821,False,6.463443137589189,Basic
user_0761,0.043881165988174486,0.42013665562508606,0.4408278578481348,0.04182150922402036,0.015838,False,6.2597427929011635,Basic
user_0762,0.3936397902443538,0.08183088295090869,0.7179651372290007,0.044865537238518764,0.016991,False,2.1752528642392113,Basic
user_0763,0.14811369414976502,0.4862337895125188,0.7094108080613609,0.10151788211677373,0.038446,False,4.062614833990599,Basic
user_0764,0.4635676667913538,0.12263864221409175,0.6402260098073511,0.0887988122300016,0.033629,False,13.555858704325614,Basic
user_0765,0.1986582301718687,0.11528909549097285,0.6287807301976888,0.03642466533786983,0.013794,False,11.588185129168034,Basic
user_0766,0.17088720050923756,0.12628365117624885,0.6591471048573561,0.032739671403494014,0.012399,False,6.756322973578784,Basic
user_0767,0.32361537279152913,0.0664474004693215,0.47358470926473234,0.0454056050654439,0.017196,False,15.886196506848316,Basic
user_0768,0.09437098071508818,0.03809407170416415,0.9032238118329454,0.003980159578452041,0.001507,False,9.203844168319561,Basic
user_0769,0.13894686781554763,0.1340738925283441,0.7708159583157891,0.024168087364662146,0.009153,False,15.094248932751151,Basic
user_0770,0.21386000789950418,0.17988749443994675,0.693807340324609,0.055448737345370064,0.020999,False,14.842422868915943,Basic
user_0771,0.2771661589444952,0.3390133348598887,0.731698659674698,0.12841765200971367,0.048633,False,16.111980062341654,Basic
user_0772,0.1900853683133288,0.11827402456629439,0.6856468111385767,0.03278971207384479,0.012418,False,16.145662437090856,Basic
user_0773,0.031444272650481636,0.15621807603581747,0.7158448684668881,0.006862050693084113,0.002599,False,12.902189373915109,Basic
user_0774,0.18602144937446463,0.14898395352303284,0.8910152354625637,0.03110408202336162,0.011779,False,14.239046374516404,Basic
user_0775,0.14307641243638075,0.2871629457233134,0.6882672311594742,0.05969519134237987,0.022607,False,14.761236724905316,Basic
user_0776,0.18543346513904682,0.1306985048599367,0.8355488364920658,0.02900593668039983,0.010985,False,3.2140286042246835,Basic
user_0777,0.16928850448460375,0.2081841615960471,0.76916220836569,0.04582022490270335,0.017353,False,5.704651738375026,Basic
user_0778,0.1694156482295842,0.12736153749214746,0.9037180905137306,0.02387584984769188,0.009042,False,1.9805550270454289,Basic
user_0779,0.20388770101225823,0.17726597602757774,0.7646504930170365,0.04726649972767578,0.0179,False,3.5980558857298237,Basic
user_0780,0.32133975493969924,0.3158431086214061,0.6391819866040469,0.15878568115322547,0.060134,False,14.787457793722549,Basic
user_0781,0.0803533169866511,0.1333064968059062,0.7326132861738863,0.01462110965823047,0.005537,False,17.99509824363099,Basic
user_0782,0.14011745347864057,0.0427164964178999,0.5690067914727349,0.01051890204001617,0.003984,False,12.79907386788642,Basic
user_0783,0.08159558738551917,0.21785517613771266,0.8033847967118228,0.022126409579429383,0.00838,False,16.83490643377236,Basic
user_0784,0.1256493633680149,0.13583801293913167,0.505951991786058,0.03373434658637584,0.012776,False,6.041556956879098,Basic
user_0785,0.1873637186291546,0.14297964674189456,0.734336139334477,0.03648083876972621,0.013816,False,16.07011602582354,Basic
user_0786,0.07393263881903227,0.19549523194907598,0.632642987482402,0.02284618443658323,0.008652,False,6.436932780688668,Basic
user_0787,0.20981271176270422,0.2936988255908023,0.7993099047642669,0.0770936862804187,0.029196,False,16.98916777332728,Basic
user_0788,0.205093685810494,0.08732118333773799,0.7218784737382722,0.024808917278455602,0.009395,False,15.162870925367907,Basic
user_0789,0.08277226094742296,0.162376154634966,0.5534530329427466,0.024284339669478093,0.009197,False,18.688346523613227,Basic
user_0790,0.12945663331836865,0.22971785535984282,0.6123792532270597,0.0485622267757897,0.018391,False,15.718181516150164,Basic
user_0791,0.027737508813009248,0.26512344274793553,0.5929522457346469,0.012402118185158465,0.004697,False,7.56598351343894,Basic
user_0792,0.09557438869351896,0.09157551278339689,0.5920512116121066,0.014782967219570363,0.005598,False,2.0915158225795736,Basic
user_0793,0.1298122180386387,0.17229144781695369,0.5074226258562143,0.04407673968512539,0.016692,False,16.61118889795361,Basic
user_0794,0.11418290559949608,0.07537103959177803,0.9311613888759799,0.009242312236584914,0.0035,False,10.85262849713435,Basic
user_0795,0.03521664751486337,0.13154787039240448,0.8738011914114161,0.005301749446527151,0.002008,False,16.3046894375528,Basic
user_0796,0.07025191779118867,0.19747456556289833,0.744014463246994,0.01864609847130076,0.007061,False,7.355449376937756,Basic
user_0797,0.15727284628205948,0.08053820210738918,0.6132477968604364,0.020654737521627834,0.007822,False,0.5500354359040351,Basic
user_0798,0.3654810730811736,0.2620128657314808,0.7670994832804101,0.1248348426974629,0.047276,False,0.9959151586000193,Basic
user_0799,0.26367698134865974,0.2438412619122637,0.7421666854592045,0.08663192397202771,0.032809,False,12.739471108582993,Basic
user_0800,0.19217411507872892,0.17678329823403652,0.7895039036469094,0.043031039798403385,0.016296,False,2.174788852252314,Basic
user_0801,0.24604764059889475,0.0353492360134747,0.6916932525512665,0.012574354435305536,0.004762,False,14.163777917503333,Basic
user_0802,0.4027783105173519,0.1997513490568612,0.4629894339513743,0.17377396760448374,0.06581,False,7.969409550207966,Basic
user_0803,0.06244785902478391,0.0483870610753462,0.6302762955580146,0.004794196434091809,0.001816,False,10.69905043505592,Basic
user_0804,0.38814562137544567,0.2487759676575095,0.7445406753833514,0.12969244762884716,0.049116,False,15.22305414626917,Basic
user_0805,0.23519055058396318,0.18268765095762915,0.8042536036999768,0.05342395609537625,0.020232,False,4.808357441759306,Basic
user_0806,0.3367621185146282,0.18471085970493423,0.7807746176630701,0.07966911195585873,0.030172,False,7.845148415543685,Basic
user_0807,0.06953223792489499,0.036837187168186104,0.8251572558541732,0.0031041017266590773,0.001176,False,13.861589008526776,Basic
user_0808,0.13960176419230097,0.18638194218283485,0.8122881188695059,0.03203204298805111,0.012131,False,17.450127387367488,Basic
user_0809,0.30076247526222766,0.24641778482072638,0.7567896603327828,0.09793107225953229,0.037088,False,5.515695468403883,Basic
user_0810,0.15917661368720726,0.08140066600168844,0.815070343582693,0.0158968884931802,0.00602,False,11.831735943532355,Basic
user_0811,0.1288451512615868,0.3056106917958614,0.5260406504207847,0.07485439724116066,0.028348,False,18.073065218329088,Basic
user_0812,0.4103946249722703,0.07979903291999517,0.8544723700059775,0.03832668596191375,0.014515,False,12.32819159177817,Basic
user_0813,0.16945115853492654,0.198267093497738,0.7959519244779943,0.04220931900450873,0.015985,False,16.962992966013214,Basic
user_0814,0.18882459259910936,0.3542326391431828,0.6966893808507679,0.0960081143907177,0.036359,False,17.854867178060125,Basic
user_0815,0.36728553086302324,0.150531718051803,0.43084953404095855,0.12832350416589625,0.048598,False,17.657509826146402,Basic
user_0816,0.3908238610483881,0.04077016982355037,0.6088319901500187,0.026171350132426916,0.009911,False,14.411064601909057,Basic
user_0817,0.0780686923482016,0.2762439142379199,0.6898566948457711,0.03126156680776229,0.011839,False,10.48981423975393,Basic
user_0818,0.16955959221668573,0.2022304979846326,0.605029390556601,0.0566751323278794,0.021464,False,1.838303919970262,Basic
user_0819,0.27028507976765254,0.42199296373202577,0.6570026343129048,0.17360417737591155,0.065746,False,4.231416670733098,Basic
user_0820,0.4263161778363553,0.1082565837620776,0.5934071382903399,0.07777380829633587,0.029454,False,4.859575403521993,Basic
user_0821,0.08576553947744457,0.24332864960892728,0.7351616305007358,0.028387244434687403,0.010751,False,0.6319318839023352,Basic
user_0822,0.2863934898331185,0.2850241785724363,0.8921248254075057,0.09149960505906937,0.034652,False,1.9365441802528922,Basic
user_0823,0.15654155330472766,0.056356987035572466,0.8608134844982873,0.010248689697588567,0.003881,False,5.600377267287611,Basic
user_0824,0.3776740530339344,0.12164493077680301,0.7381933955579186,0.06223590499991538,0.023569,False,1.72407790286776,Basic
user_0825,0.0911288379402516,0.0749268958458641,0.9694624030353646,0.007043079677484702,0.002667,False,3.221165146939269,Basic
user_0826,0.389503805671976,0.3521113452676012,0.8654046663671382,0.15847928065576894,0.060018,False,1.0339343501414253,Basic
user_0827,0.2436287561448999,0.20672158316862058,0.7012406428515393,0.07182031259750869,0.027199,False,7.914120342382697,Basic
user_0828,0.14411604871185799,0.23650082621554044,0.8662288391083245,0.0393470674866451,0.014901,False,15.605218541788306,Basic
user_0829,0.047210363458939614,0.3017628933912307,0.508406684498595,0.028021535337347865,0.010612,False,15.432633039861145,Basic
user_0830,0.236069351025124,0.019162628150997254,0.7668671381717268,0.005898947766006224,0.002234,False,17.192918162363824,Basic
user_0831,0.17814798982896407,0.4552716150306154,0.8600173555510038,0.09430707708442299,0.035715,False,14.166390549153911,Basic
user_0832,0.03178680307773563,0.10739468959542164,0.870799942986804,0.003920227461264249,0.001485,False,4.644397177470429,Basic
user_0833,0.3946582866367712,0.32657801530976266,0.7083110041791857,0.18196345844541323,0.068912,False,13.345408032660623,Basic
user_0834,0.1405364282920715,0.3758279523155519,0.5274731952669711,0.10013308457127945,0.037922,False,14.322616018557119,Basic
user_0835,0.3601898645305015,0.04117988984267986,0.766030680313386,0.01936290454808908,0.007333,False,10.319043287380987,Basic
user_0836,0.25156026994293695,0.2833799895218178,0.7859121928745761,0.09070624849296856,0.034352,False,15.333201329476813,Basic
user_0837,0.4141153749325152,0.131579244287574,0.8420228065481872,0.06471200976712194,0.024507,False,1.354051008956534,Basic
user_0838,0.01392018072733522,0.20569994852475282,0.8460516540102242,0.0033844038310142095,0.001282,False,11.300831151199102,Basic
