id,descripcion,dominio,tipo_trigger,b,r2,p,n,sig,significativo
B_CHN_MOZ,CHN→MOZ (1820-2022),B,gradual,-0.2705,-0.0753,0.211263,8,,False
B_IND_BGD,IND→BGD (1820-2022),B,abrupto,-0.0056,-0.008,0.928348,8,,False
B_IND_PAK,IND→PAK (1820-2022),B,gradual,0.1539,0.3097,0.125748,8,,False
B_IND_LKA,IND→LKA (1820-2022),B,gradual,0.0998,0.2426,0.201885,8,,False
B_IND_VNM,IND→VNM (1820-2022),B,gradual,0.0213,0.0618,0.601015,8,,False
B_IND_IDN,IND→IDN (1820-2022),B,gradual,0.1629,0.5399,0.024192,8,,True
B_IND_NGA,IND→NGA (1820-2022),B,gradual,0.0111,-0.0283,0.91633,8,,False
B_IRL_DEU,IRL→DEU (1820-2022),B,hibrido,0.0478,-0.0221,0.729638,8,,False
B_IRL_FRA,IRL→FRA (1820-2022),B,hibrido,0.008,-0.0299,0.956395,8,,False
B_IRL_GBR,IRL→GBR (1820-2022),B,hibrido,-0.0941,-0.0322,0.613255,8,,False
B_IRL_ESP,IRL→ESP (1820-2022),B,hibrido,0.018,-0.0192,0.878852,8,,False
B_IRL_ITA,IRL→ITA (1820-2022),B,hibrido,0.0374,-0.0216,0.774441,8,,False
B_IRL_NLD,IRL→NLD (1820-2022),B,hibrido,-0.0895,0.0067,0.490131,8,,False
B_EST_FIN,EST→FIN (1820-2022),B,hibrido,0.1502,0.6758,0.017589,8,,True
B_EST_SWE,EST→SWE (1820-2022),B,hibrido,0.1047,0.2832,0.185019,8,,False
B_EST_DEU,EST→DEU (1820-2022),B,abrupto,0.0793,0.1032,0.272728,8,,False
B_LVA_FIN,LVA→FIN (1820-2022),B,hibrido,0.1461,0.6801,0.018559,8,,True
B_LTU_SWE,LTU→SWE (1820-2022),B,hibrido,0.116,0.2567,0.184889,8,,False
B_POL_DEU,POL→DEU (1820-2022),B,hibrido,0.067,0.0874,0.464323,8,,False
B_POL_FRA,POL→FRA (1820-2022),B,hibrido,0.0112,-0.0137,0.896686,8,,False
B_CZE_DEU,CZE→DEU (1820-2022),B,hibrido,0.0264,0.0193,0.674264,8,,False
B_CZE_AUT,CZE→AUT (1820-2022),B,hibrido,0.0711,0.4777,0.055351,8,,False
B_HUN_AUT,HUN→AUT (1820-2022),B,hibrido,0.1092,0.5061,0.036583,8,,True
B_ROU_DEU,ROU→DEU (1820-2022),B,hibrido,-0.0417,0.0432,0.621803,8,,False
B_BGR_DEU,BGR→DEU (1820-2022),B,hibrido,-0.0161,-0.0101,0.862822,8,,False
B_HRV_AUT,HRV→AUT (1820-2022),B,hibrido,0.0335,0.085,0.484933,8,,False
B_VNM_THA,VNM→THA (1820-2022),B,abrupto,0.3187,0.9617,6e-05,8,,True
B_VNM_MYS,VNM→MYS (1820-2022),B,abrupto,0.3756,0.9387,0.00036,8,,True
B_ZAF_NGA,ZAF→NGA (1820-2022),B,gradual,-0.3287,0.2846,0.044079,8,,True
B_ZAF_GHA,ZAF→GHA (1820-2022),B,gradual,-0.4337,0.3233,0.022059,8,,True
B_ZAF_KEN,ZAF→KEN (1820-2022),B,gradual,-0.466,0.588,0.005945,8,,True
B_ZAF_ETH,ZAF→ETH (1820-2022),B,gradual,-0.6496,0.3498,0.011581,8,,True
B_ZAF_TZA,ZAF→TZA (1820-2022),B,gradual,-0.5414,0.3599,0.014906,8,,True
B_ZAF_EGY,ZAF→EGY (1820-2022),B,gradual,-0.1865,0.6231,0.014325,8,,True
B_ZAF_MAR,ZAF→MAR (1820-2022),B,gradual,-0.1757,0.5423,0.02093,8,,True
B_NGA_GHA,NGA→GHA (1820-2022),B,gradual,-0.105,0.4113,0.08503,8,,False
B_NGA_KEN,NGA→KEN (1820-2022),B,gradual,-0.1373,0.3777,0.116303,8,,False
B_NGA_TZA,NGA→TZA (1820-2022),B,gradual,-0.2127,0.5216,0.024683,8,,True
B_NGA_ETH,NGA→ETH (1820-2022),B,gradual,-0.321,0.6277,0.010187,8,,True
B_NGA_MOZ,NGA→MOZ (1820-2022),B,gradual,-0.2192,0.4219,0.026479,8,,True
B_NGA_SEN,NGA→SEN (1820-2022),B,gradual,-0.0739,0.0642,0.429088,8,,False
B_EGY_MAR,EGY→MAR (1820-2022),B,gradual,0.0108,0.0463,0.612667,8,,False
B_EGY_TUN,EGY→TUN (1820-2022),B,gradual,0.0104,0.0121,0.790903,8,,False
B_EGY_DZA,EGY→DZA (1820-2022),B,abrupto,0.2504,0.7518,0.001696,8,,True
B_EGY_ETH,EGY→ETH (1820-2022),B,gradual,-0.2928,0.0095,0.236377,8,,False
B_EGY_KEN,EGY→KEN (1820-2022),B,gradual,-0.1091,0.0012,0.477304,8,,False
B_KEN_TZA,KEN→TZA (1820-2022),B,gradual,-0.0754,0.1463,0.276492,8,,False
B_KEN_UGA,KEN→UGA (1820-2022),B,gradual,-0.2369,0.265,0.089569,8,,False
B_KEN_ETH,KEN→ETH (1820-2022),B,gradual,-0.1837,0.3008,0.095375,8,,False
B_GHA_CIV,GHA→CIV (1820-2022),B,gradual,-0.001,-0.003,0.985634,8,,False
B_GHA_SEN,GHA→SEN (1820-2022),B,gradual,0.0312,0.0231,0.680457,8,,False
B_GHA_KEN,GHA→KEN (1820-2022),B,gradual,0.0565,0.3261,0.074723,8,,False
B_MAR_SEN,MAR→SEN (1820-2022),B,gradual,-0.0408,-0.0336,0.831799,8,,False
B_MAR_CIV,MAR→CIV (1820-2022),B,gradual,-0.0729,-0.0232,0.67117,8,,False
B_RWA_KEN,RWA→KEN (1820-2022),B,abrupto,0.3898,0.948,0.000109,8,,True
B_URY_ARG,URY→ARG (1820-2022),B,gradual,-0.0035,-0.0042,0.921082,8,,False
B_URY_BRA,URY→BRA (1820-2022),B,gradual,-0.0523,0.0763,0.401038,8,,False
B_CHL_ARG,CHL→ARG (1820-2022),B,gradual,0.0606,0.1348,0.421797,8,,False
B_CHL_MEX,CHL→MEX (1820-2022),B,gradual,0.0548,0.0968,0.440724,8,,False
B_CHL_COL,CHL→COL (1820-2022),B,gradual,0.0031,-0.0007,0.932075,8,,False
B_CHL_PER,CHL→PER (1820-2022),B,gradual,0.0237,0.028,0.690819,8,,False
B_CHL_BRA,CHL→BRA (1820-2022),B,gradual,-0.0537,0.2453,0.230898,8,,False
B_MEX_COL,MEX→COL (1820-2022),B,gradual,-0.0517,0.2767,0.190981,8,,False
B_MEX_PER,MEX→PER (1820-2022),B,gradual,-0.0311,0.0541,0.471589,8,,False
B_MEX_ARG,MEX→ARG (1820-2022),B,hibrido,-0.1249,0.4479,0.108178,8,,False
B_BRA_COL,BRA→COL (1820-2022),B,gradual,0.0567,0.7231,0.005358,8,,True
B_BRA_ARG,BRA→ARG (1820-2022),B,gradual,0.0489,0.0905,0.516749,8,,False
B_BRA_PER,BRA→PER (1820-2022),B,gradual,0.0774,0.3431,0.063411,8,,False
B_VEN_COL,VEN→COL (1820-2022),B,hibrido,-0.2402,0.5005,0.128108,8,,False
B_VEN_PER,VEN→PER (1820-2022),B,hibrido,-0.2195,0.4033,0.135734,8,,False
B_AUS_JPN,AUS→JPN (1820-2022),B,gradual,-0.1581,0.7007,0.018572,8,,True
B_AUS_KOR,AUS→KOR (1820-2022),B,gradual,-0.1826,0.0652,0.205173,8,,False
B_AUS_CHN,AUS→CHN (1820-2022),B,gradual,-0.0156,-0.0755,0.918674,8,,False
B_NZL_AUS,NZL→AUS (1820-2022),B,gradual,-0.0894,0.6633,0.01794,8,,True
B_NZL_GBR,NZL→GBR (1820-2022),B,gradual,-0.0116,0.0204,0.698166,8,,False
B_CAN_MEX,CAN→MEX (1820-2022),B,hibrido,-0.2046,0.4293,0.030123,8,,True
B_CAN_BRA,CAN→BRA (1820-2022),B,gradual,-0.1632,0.3721,0.080612,8,,False
B_CAN_ARG,CAN→ARG (1820-2022),B,gradual,-0.0546,-0.0319,0.628462,8,,False
B_ARE_EGY,ARE→EGY (1820-2022),B,abrupto,-0.542,0.0184,0.068778,8,,False
B_ARE_MAR,ARE→MAR (1820-2022),B,abrupto,-0.5571,-0.0382,0.077915,8,,False
B_SAU_EGY,SAU→EGY (1820-2022),B,hibrido,-0.2328,0.0614,0.204218,8,,False
B_ISR_EGY,ISR→EGY (1820-2022),B,abrupto,-0.1105,-0.0659,0.560354,8,,False
B_TUR_EGY,TUR→EGY (1820-2022),B,gradual,-0.0228,-0.0171,0.757059,8,,False
B_TUR_IRN,TUR→IRN (1820-2022),B,gradual,0.0505,-0.0134,0.706468,8,,False
B_IRN_PAK,IRN→PAK (1820-2022),B,gradual,-0.0406,-0.0256,0.673108,8,,False
B_IRN_BGD,IRN→BGD (1820-2022),B,gradual,-0.152,-0.0294,0.328424,8,,False
B_NOR_SWE,NOR→SWE (1820-2022),B,gradual,0.1069,0.3506,0.096195,8,,False
B_NOR_DNK,NOR→DNK (1820-2022),B,gradual,0.1525,0.539,0.020711,8,,True
B_CHE_AUT,CHE→AUT (1820-2022),B,gradual,-0.0246,0.018,0.610306,8,,False
B_CHE_ITA,CHE→ITA (1820-2022),B,gradual,-0.0046,-0.0077,0.921813,8,,False
B_NLD_BEL,NLD→BEL (1820-2022),B,gradual,-0.0423,0.7425,0.010241,8,,True
B_SWE_DNK,SWE→DNK (1820-2022),B,gradual,0.0577,0.629,0.015168,8,,True
B_AUT_GRC,AUT→GRC (1820-2022),B,gradual,-0.0303,0.0381,0.552605,8,,False
B_BEL_PRT,BEL→PRT (1820-2022),B,gradual,-0.1008,0.4282,0.085977,8,,False
B_LKA_BGD,LKA→BGD (1820-2022),B,abrupto,-0.1979,0.2748,0.064464,8,,False
B_LKA_PAK,LKA→PAK (1820-2022),B,gradual,0.0541,0.0334,0.579201,8,,False
B_MYS_IDN,MYS→IDN (1820-2022),B,gradual,-0.0754,0.0358,0.502178,8,,False
B_MYS_PHL,MYS→PHL (1820-2022),B,gradual,-0.0391,-0.0296,0.821557,8,,False
B_THA_IDN,THA→IDN (1820-2022),B,gradual,-0.0221,0.0037,0.77158,8,,False
B_THA_PHL,THA→PHL (1820-2022),B,gradual,0.0142,-0.0135,0.919389,8,,False
B_THA_BGD,THA→BGD (1820-2022),B,gradual,-0.2733,-0.0021,0.26955,8,,False
B_IDN_PHL,IDN→PHL (1820-2022),B,gradual,0.0363,0.0416,0.595039,8,,False
B_IDN_VNM,IDN→VNM (1820-2022),B,gradual,-0.1777,0.6148,0.007178,8,,True
B_IDN_BGD,IDN→BGD (1820-2022),B,gradual,-0.2424,0.2807,0.057505,8,,False
B_PHL_BGD,PHL→BGD (1820-2022),B,gradual,-0.2585,0.6799,0.004436,8,,True
A26,Bagdad→El Cairo 900-1200,A,hibrido,0.2001,0.1236,0.405852,5,,False
A27,Córdoba→Bagdad 900-1100,A,hibrido,0.2143,0.7363,0.085954,4,,False
A28,Samarcanda→Estambul 1400-1700,A,abrupto,0.6992,0.4442,0.12929,6,,False
A29,Isfahan→Teherán 1700-1900,A,abrupto,0.2491,-0.171,0.768296,5,,False
A30,El Cairo→Alejandría inversión 1800-2020,A,hibrido,0.3087,0.6494,0.043259,6,,True
A31,Pekín→Shanghai 1850-2020,A,gradual,0.4973,0.0614,0.399209,6,,False
A32,Hangzhou→Shanghai 1842-2020,A,abrupto,0.5998,0.4783,0.035208,6,,True
A33,Delhi→Mumbai 1900-2020,A,gradual,-0.598,0.7616,0.131119,5,,False
A34,Calcuta→Delhi 1950-2020,A,gradual,0.0474,0.8086,0.032842,5,,True
A35,Osaka→Tokio 1945-2020,A,abrupto,-0.2965,0.9941,0.000798,5,,True
A36,Seúl→Tokyo 1960-2020,A,gradual,-0.3205,0.8218,0.039936,5,,True
A37,Guangzhou→Shanghai 1990-2020,A,gradual,-0.1193,0.934,0.048943,4,,True
A38,Bangkok→Tokio 1960-2020,A,gradual,-0.1573,0.6655,0.188983,4,,False
A39,Saigón→Bangkok 1975-2020,A,abrupto,0.0636,0.7424,0.044686,5,,True
A40,Manila→Bangkok 1970-2020,A,gradual,-0.0348,0.9316,0.009136,5,,True
A41,Chicago→Nueva York 1890-2020,A,gradual,0.2972,0.9288,0.002488,6,,True
A42,Boston→Nueva York 1800-2020,A,gradual,0.7805,0.9659,5.5e-05,6,,True
A43,New Orleans→Chicago 1860-2020,A,gradual,0.1297,0.1596,0.465002,5,,False
A44,São Paulo→Ciudad México 1950-2020,A,gradual,-0.0696,0.916,0.01501,5,,True
A45,Buenos Aires→São Paulo 1900-2020,A,gradual,-0.0724,0.4756,0.260013,5,,False
A46,Lima→São Paulo 1950-2020,A,gradual,-0.2999,0.9929,0.007304,4,,True
A47,Bogotá→Lima 1950-2020,A,gradual,-0.2449,0.8188,0.073009,4,,False
A48,Santiago→Buenos Aires 1900-2020,A,gradual,-0.0317,0.6862,0.103813,5,,False
A49,Ámsterdam→Londres 1700-2020,A,gradual,0.2095,0.7197,0.031456,6,,True
A50,Berlín→Londres 1870-2020,A,gradual,-0.1467,0.908,0.031746,5,,True
A51,Moscú→Londres 1900-2020,A,gradual,-0.4354,0.9666,0.04398,4,,True
A52,París→Londres 1800-2020,A,gradual,-0.5229,0.8693,0.020639,5,,True
A53,Viena→Berlín 1870-2020,A,gradual,-0.1374,0.8972,0.032851,5,,True
A54,Madrid→Londres 1900-2020,A,gradual,-0.3177,0.9606,0.012029,5,,True
A55,Roma→París 1900-2020,A,gradual,-0.2107,0.9337,0.00948,5,,True
A56,Varsovia→Berlín 1950-2020,A,abrupto,-0.3047,0.9782,0.003605,5,,True
A57,Lagos→El Cairo 1960-2020,A,gradual,-0.418,0.9941,0.009233,4,,True
A58,Kinshasa→Lagos 1970-2020,A,gradual,-0.356,0.7462,0.092654,4,,False
A59,Nairobi→Lagos 1980-2020,A,gradual,-0.1013,0.954,0.032411,4,,True
A60,Johannesburgo→El Cairo 1960-2020,A,gradual,-0.0269,0.2137,0.506553,4,,False
A61,Addis Abeba→Nairobi 1990-2020,A,gradual,-0.0315,0.1748,0.559048,4,,False
A62,Casablanca→El Cairo 1950-2020,A,gradual,-0.0578,0.3139,0.466134,4,,False
A63,Dakar→Abidján 1960-2020,A,gradual,-0.1322,0.8669,0.107124,4,,False
A64,Melbourne→Sidney 1890-2020,A,gradual,-0.314,0.9071,0.011428,5,,True
A65,Auckland→Sidney 1900-2020,A,gradual,-0.3791,0.8223,0.12995,4,,False
C22,Nordeste→São Paulo Brasil 1970-2020,C,gradual,0.0477,0.2919,0.327858,5,,False
C23,Norte→São Paulo Brasil 1980-2020,C,gradual,-0.0315,0.2719,0.454515,4,,False
C24,Minas Gerais→São Paulo 1970-2020,C,gradual,0.0062,0.1735,0.481512,5,,False
C25,Rio de Janeiro→São Paulo 1980-2020,C,gradual,0.0069,0.2295,0.513607,4,,False
C26,Pará→São Paulo Brasil 1990-2020,C,gradual,-0.0705,0.6974,0.164273,4,,False
C27,Bahía→São Paulo Brasil 1970-2020,C,gradual,0.0113,0.1697,0.483327,5,,False
C28,Bihar→Maharashtra India 1990-2020,C,gradual,0.145,0.9511,0.024899,4,,True
C29,Uttar Pradesh→Maharashtra 1990-2020,C,gradual,0.1055,0.9843,0.00653,4,,True
C30,Odisha→Maharashtra India 1990-2020,C,gradual,-0.0297,0.197,0.5332,4,,False
C31,Rajastán→Maharashtra India 1990-2020,C,gradual,-0.0462,0.3305,0.395468,4,,False
C32,Gujarat→Maharashtra India 1990-2020,C,gradual,-0.0903,0.8453,0.076224,4,,False
C33,Punjab→Maharashtra India 1990-2020,C,gradual,0.0497,0.8881,0.057313,4,,False
C34,Tamil Nadu→Maharashtra 1990-2020,C,gradual,-0.06,0.788,0.108135,4,,False
C35,Kerala→Maharashtra India 1990-2020,C,gradual,-0.0907,0.8864,0.056432,4,,False
C36,Gansu→Shanghai 1990-2020,C,abrupto,0.5062,0.9895,0.004493,4,,True
C37,Guizhou→Shanghai 1990-2020,C,abrupto,0.0966,0.0852,0.666194,4,,False
C38,Yunnan→Shanghai 1990-2020,C,gradual,0.1866,0.6901,0.14587,4,,False
C39,Heilongjiang→Shanghai 1990-2020,C,abrupto,0.1728,0.7934,0.095505,4,,False
C40,Jilin→Shanghai 1990-2020,C,gradual,0.1154,0.6622,0.176427,4,,False
C41,Liaoning→Shanghai 1990-2020,C,gradual,0.0904,0.4912,0.283475,4,,False
C42,Guangdong→Shanghai 1990-2020,C,hibrido,-0.0558,0.9909,0.004916,4,,True
C43,Zhejiang→Shanghai 1990-2020,C,gradual,-0.0333,0.9366,0.03351,4,,True
C44,Sichuan→Shanghai 1990-2020,C,gradual,-0.0541,0.8754,0.068494,4,,False
C45,Sur Italia→Norte Italia 1950-2020,C,abrupto,0.1518,0.6702,0.093402,5,,False
C46,Extremadura→Madrid España 1980-2020,C,gradual,0.0304,0.7813,0.107991,4,,False
C47,Murcia→Catalunya España 1980-2020,C,gradual,0.0197,0.843,0.080849,4,,False
C48,Sur Grecia→Atenas 1990-2020,C,gradual,0.0354,0.7524,0.130111,4,,False
C49,Este Alemania→Oeste 1990-2020,C,abrupto,-0.0884,0.973,0.014923,4,,True
C50,Silesia→Varsovia Polonia 2004-2020,C,hibrido,-0.0253,0.8618,0.072896,4,,False
C51,Valaquia→Bucarest Rumanía 2007-2020,C,hibrido,-0.0642,0.9404,0.032185,4,,True
C52,Arkansas→Connecticut 1970-2020,C,gradual,-0.0806,0.6647,0.09125,5,,False
C53,West Virginia→Connecticut 1970-2020,C,gradual,0.0165,0.2408,0.385051,5,,False
C54,Alabama→Connecticut 1970-2020,C,gradual,-0.0579,0.7074,0.075329,5,,False
C55,Louisiana→Texas 1990-2020,C,hibrido,0.0203,0.3161,0.445471,4,,False
C56,Kansas→Illinois 1980-2020,C,gradual,-0.0198,0.6909,0.17296,4,,False
C57,Montana→Washington St. 1990-2020,C,gradual,-0.0326,0.8972,0.054053,4,,False
C58,Idaho→Washington St. 1990-2020,C,gradual,-0.0256,0.7386,0.143954,4,,False
C59,Vermont→Massachusetts 1980-2020,C,gradual,-0.0319,0.8883,0.059426,4,,False
C60,Maine→Massachusetts 1980-2020,C,gradual,-0.0231,0.6942,0.171661,4,,False
C61,New Mexico→California 1980-2020,C,gradual,0.014,0.4888,0.301681,4,,False
C62,Wyoming→Colorado 1990-2020,C,hibrido,-0.0232,0.2943,0.476632,4,,False
C63,Michoacán→CDMX 1940-2022,C,gradual,0.164,0.7325,0.057115,5,,False
C64,Hidalgo→CDMX 1940-2022,C,gradual,0.1733,0.7397,0.054425,5,,False
D21,Instagram→Facebook Stories 2016-2022,D,abrupto,-1.3688,0.8739,0.08655,4,,False
D22,TikTok→YouTube Shorts 2020-2024,D,abrupto,-2.2684,0.9612,0.01679,4,,True
D23,Pinterest→Instagram 2012-2020,D,gradual,-0.8497,0.9986,0.001794,4,,True
D24,LinkedIn→Twitter/X 2015-2024,D,gradual,0.3396,0.8123,0.113039,4,,False
D25,Discord→Slack 2015-2023,D,abrupto,-1.5697,0.8167,0.396804,3,,False
D26,Telegram→WhatsApp 2020-2024,D,gradual,-0.2644,0.9496,0.032823,4,,True
D27,Snapchat→TikTok 2018-2023,D,abrupto,-0.8298,0.9859,0.022772,4,,True
D28,Twitter→Mastodon 2022-2024,D,abrupto,-1.9539,0.677,0.285183,3,,False
D29,Facebook→Instagram millennials 2018-2024,D,gradual,0.1075,0.7967,0.099581,4,,False
D30,Reddit→Twitter news 2020-2024,D,gradual,0.2595,0.9825,0.07769,3,,False
D31,Shopify→Amazon 2015-2024,D,hibrido,-2.4186,0.7471,0.07584,4,,False
D32,MercadoLibre→Amazon Latam 2015-2024,D,gradual,-0.0619,0.0615,0.689519,4,,False
D33,Alibaba→Amazon Global 2015-2024,D,gradual,-0.0431,0.476,0.307879,4,,False
D34,JD.com→Taobao China 2015-2024,D,gradual,-0.2995,0.8723,0.05891,4,,False
D35,Etsy→Amazon Handmade 2015-2023,D,gradual,-0.681,0.968,0.019912,4,,True
D36,Rakuten→Amazon Japón 2010-2022,D,gradual,0.6421,0.666,0.102756,4,,False
D37,Flipkart→Amazon India 2014-2022,D,gradual,0.3004,0.2461,0.459702,4,,False
D38,Disney+→Netflix 2019-2024,D,gradual,0.7538,0.9954,0.044784,3,,True
D39,HBO Max→Netflix 2020-2024,D,gradual,0.0785,0.9961,0.038776,3,,True
D40,Apple Music→Spotify 2015-2024,D,gradual,0.5649,0.9832,0.078437,3,,False
D42,Twitch→YouTube Gaming 2015-2022,D,gradual,0.6998,0.7962,0.316149,3,,False
D43,Hulu→Netflix 2015-2022,D,gradual,0.0851,0.6061,0.190348,4,,False
D44,Peacock→Netflix 2021-2024,D,gradual,0.0123,-0.0022,0.951028,4,,False
D45,Stripe→PayPal 2015-2023,D,hibrido,3.9242,0.841,0.01226,4,,True
D46,Venmo→PayPal P2P 2015-2022,D,abrupto,-1.3888,0.944,0.037769,4,,True
D47,Revolut→PayPal Europa 2015-2023,D,abrupto,-1.5754,0.9985,0.037566,3,,True
D48,WeChat Pay→Alipay China 2014-2022,D,gradual,-0.0509,0.1477,0.675503,4,,False
D49,Cash App→Venmo 2017-2022,D,abrupto,-1.4615,0.4395,0.188406,4,,False
D50,AWS→Azure 2010-2023,D,gradual,0.0464,0.0192,0.875502,4,,False
D51,Zoom→Teams 2019-2023,D,abrupto,-0.9502,1.0,0.000332,3,,True
D52,Slack→Teams 2016-2023,D,gradual,-0.8906,0.8291,0.374089,3,,False
D53,Salesforce→HubSpot CRM 2015-2023,D,gradual,-0.9802,0.913,0.039319,4,,True
D54,Figma→Adobe XD 2019-2023,D,abrupto,2.4448,0.969,0.078627,3,,False
D55,Notion→Confluence 2019-2023,D,abrupto,0.9706,0.8746,0.306254,3,,False
D56,OpenAI API→Google APIs 2022-2024,D,abrupto,1.1202,0.9608,0.090865,3,,False
E25,Hormiga de fuego→hormigas nativas EEUU,E1,abrupto,2.902,0.9105,0.00039,5,,True
E26,Musgo español→vegetación nativa Florida,E1,gradual,0.9056,0.3272,0.033363,5,,True
E27,Kudzu→vegetación nativa SE EEUU,E1,abrupto,0.4524,-0.3076,0.835025,5,,False
E28,Conejo europeo→fauna nativa Australia,E1,abrupto,0.3903,-0.3851,0.672788,5,,False
E29,Trucha café→trucha arcoíris NZ,E1,abrupto,1.2647,0.5925,0.005768,5,,True
E30,Crisomélido Diabrotica→maíz EEUU,E1,gradual,0.9337,0.615,0.020546,5,,True
E31,Pez León→peces arrecife Atlántico,E1,abrupto,1.2068,0.6896,0.041319,4,,True
E32,Tortuga de Florida→tortugas nativas Esp,E1,gradual,0.6587,-0.1194,0.526,5,,False
E33,Influenza 1918→población global,E3,abrupto,-1.0064,-0.2135,0.602648,5,,False
E34,Polio→vacuna Salk 1955 (leapfrog),E3,abrupto,-2.4486,-7.3321,0.068948,5,,False
E35,MRSA→antibióticos nueva generación,E3,hibrido,0.7236,0.5869,0.031251,5,,True
E36,Plasmodium→Artemisina malaria,E3,hibrido,-0.0504,-0.0149,0.804829,5,,False
E37,Chytrid Bd→ranas neotropicales,E3,gradual,1.1396,0.77,0.010508,5,,True
E38,Xylella fastidiosa→olivos Puglia,E3,abrupto,1.7428,0.9656,0.000628,5,,True
E39,Varroa destructor→abejas occidentales,E3,abrupto,1.0916,0.496,0.023064,5,,True
E40,Cronartium ribicola→pino blanco EEUU,E3,gradual,0.7737,0.6461,0.018864,5,,True
E41,WNV West Nile→aves norteamericanas,E3,abrupto,0.5154,-0.2275,0.24385,5,,False
E42,Pythium→cultivos aguacate global,E3,gradual,0.7759,0.7063,0.020994,5,,True
E43,Nosema ceranae→abejas Europa,E3,hibrido,0.6359,0.4204,0.340484,5,,False
E44,COVID-19 Omicron→Delta→Alpha,E3,abrupto,1.7207,-0.1166,0.825733,3,,False
F16_GRS1915,GRS 1915+105 microquásar acreta compañera,F3,abrupto,0.0043,0.5262,0.163086,5,,False
F17_4U1820,4U 1820-30 binario ultracompacto acreción,F3,abrupto,0.0079,0.6163,0.208863,4,,False
F18_GW150914,GW150914 fusión binaria AGB (2015),F3,abrupto,-1.0077,0.3371,0.610505,3,,False
F19_SS433,SS 433 — jet relativista acreta supergigante,F3,gradual,0.0005,0.3028,0.336653,5,,False
F20_NGC1277,NGC 1277 AGB hipermasivo vs galaxia Perseus,F3,gradual,0.0181,0.5556,0.256115,4,,False
F21_Tau_Boo,Tau Boötis b Hot Jupiter vs sistema,F1,abrupto,4.3313,0.6848,0.031168,4,,True
F22_WASP12b,WASP-12b (Hot Jupiter acretado por estrella),F1,abrupto,0.0574,0.9623,0.003177,5,,True
F23_HR8799,HR 8799 sistema multiplanetario jerarquía,F1,gradual,0.0,0.0,,4,,False
F24_ProxCen_b,Proxima Cen b vs Proxima Centauri (ratio masa),F1,gradual,-0.0,0.0,,4,,False
F25_Kepler90,Kepler-90 sistema 8 planetas jerarquía,F1,gradual,-0.0,0.0,,4,,False
F26_VirgoCluster,Virgo A (M87) vs NGC 4889 en Coma,F4,gradual,0.0068,0.8091,0.037768,5,,True
F27_LocalGroup_M31,Colisión M31-Vía Láctea futura,F4,gradual,0.0943,0.3811,0.273592,5,,False
F28_Bullet_Cluster,Bullet Cluster colisión 1E0657-558,F4,abrupto,3.4807,0.9886,0.007663,4,,True
F29_Perseus_Cluster,NGC 1275 vs galaxias grupo Perseus,F4,gradual,0.067,0.8941,0.056321,4,,False
F30_Fornax_Cluster,NGC 1399 vs NGC 1404 en Cúmulo Fornax,F4,gradual,0.0283,0.8565,0.02429,5,,True
F31_AlgolAB,Algol A acreta de Algol B (binario eclipsante),F2,abrupto,0.017,0.6048,0.12113,5,,False
F32_WUMa,"W UMa — sistema en contacto, transferencia activa",F2,gradual,0.0063,0.7098,0.154239,4,,False
F33_BetaLyr,Beta Lyrae — transferencia masa extrema binario,F2,abrupto,0.0226,0.7415,0.130843,4,,False
F34_zetaAur,Zeta Aurigae — supergigante K + B estrella comp,F2,gradual,0.0016,0.6706,0.180556,4,,False
F35_VVCep,VV Cephei — hipergigante eclipsante + comp B,F2,gradual,0.0038,0.6183,0.211816,4,,False
